New PAW TMT results file!																																											
"Program ""PAW_protein_grouper.py"" run on Sun Apr 21 17:32:29 2019"																																											
 																							Did not label																				
 																					N1	N2	unused	N4	N5	SLE1	SLE2	SLE3	SLE4	SLE5	pool		N1	N2	N3	N4	N5	SLE1	SLE2	SLE3	SLE4	SLE5	pool
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	TotInt_131C_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2	TotInt_131C_TMT2
1	1	CONT_005|Trypa5|PromTArt5	 	 	"CONT_005|Trypa5|PromTArt5, CONT_010|gi|136429|sp|P00761|TRYP_PIG"	contaminant	100	50	5560	"Promega trypsin artifact 5 K to R mods (2239.1, 2914)(1987, 2003)."	117	33	0.282	59	58	17	16	23.611	25.333	17	50729.13116	47097.92743	10141.13	45004.6123	29636.77191	39732.45361	66025.07837	51370.19354	44627.41342	42754.27887	46330.8734	16	24105.27188	43912.3993	37002.03336	40928.29248	38583.24219	47167.71008	51779.04065	44773.39069	32118.87839	50855.16992	41122.54289
2	1	CONT_010|gi|136429|sp|P00761|TRYP_PIG	 	 	"CONT_005|Trypa5|PromTArt5, CONT_010|gi|136429|sp|P00761|TRYP_PIG, sp|P07477|TRY1_HUMAN"	contaminant	37.7	231	24409	TRYPSIN PRECURSOR [Sus scrofa].	235	147	0.626	134	101	91	56	127.389	91.667	91	91051508.33	72437755.77	17868159.82	113574118.9	46262861.52	90941993.93	96376406.77	100813011.3	53725367.63	95142377.24	84480600.15	56	53770330.89	42881849.82	44225362.63	45605943.17	45829010.36	40647384.52	78450377.34	41662274.74	45685149.75	67108937.11	50586662.03
3	1	CONT_015|gi|229552|prf||754920A	 	 	"CONT_015|gi|229552|prf||754920A, CONT_016|gi|113574|sp|P02769|ALBU_BOVIN, CONT_017|gi|113576|sp|P02768|ALBU_HUMAN"	contaminant	29.1	581	65797	albumin [Bos primigenius taurus].	197	38	0.193	106	91	22	16	80.459	69.467	22	1596704.943	1212278.527	330118.5007	1618015.271	803712.429	1213287.909	1629691.389	2504904.279	1218340.579	1278191.432	1452791.862	16	404514.199	482989.3438	437026.2227	328097.5581	295119.5037	262670.2917	556617.4014	606714.8262	366651.8521	432052.1357	417245.3334
4	1	CONT_016|gi|113574|sp|P02769|ALBU_BOVIN	 	 	"CONT_015|gi|229552|prf||754920A, CONT_016|gi|113574|sp|P02769|ALBU_BOVIN, CONT_017|gi|113576|sp|P02768|ALBU_HUMAN"	contaminant	32.8	607	69270	SERUM ALBUMIN PRECURSOR [Bos taurus].	170	10	0.059	91	79	6	4	22.014	17.367	6	226939.1548	212968.1475	101779.2672	240855.6123	160503.1133	195922.4792	237638.5303	308431.7222	213772.8096	219594.5967	224069.574	4	8685.252686	19264.47559	17011.94043	15833.27466	13218.55823	12011.41431	18662.7688	21946.72363	13012.96411	17972.37988	15761.97523
5	1	CONT_017|gi|113576|sp|P02768|ALBU_HUMAN (+1)	CONT_017|gi|113576|sp|P02768|ALBU_HUMAN&sp|P02768|ALBU_HUMAN	 	"CONT_015|gi|229552|prf||754920A, CONT_016|gi|113574|sp|P02769|ALBU_BOVIN, CONT_017|gi|113576|sp|P02768|ALBU_HUMAN"	contaminant	42.7	609	69366	SERUM ALBUMIN PRECURSOR [Homo sapiens].	135	107	0.793	93	42	79	28	89.528	36.167	79	47572056.71	3887090.625	4434728.101	4678691.255	1938115.66	2313408.306	21340990.56	3151624.108	3701355.624	4003190.278	10287391.46	27	428255.225	457741.508	390906.4802	723924.4791	390084.3535	224919.3647	845626.9979	381794.9747	478321.2822	333242.2611	465481.6926
6	1	CONT_019|CAS1_BOVIN	 	 	 	contaminant	57	214	24529	ALPHA-S1 CASEIN PRECURSOR [Bos taurus].	65	65	1	28	37	28	37	28	37	28	2067616.379	1970712.378	449778.3047	2028900.458	1770113.778	1618415.048	2350584.721	2824125.48	1992397.885	1646890.326	2029972.939	37	1456644.526	4061023.06	1723988.377	1914285.479	1496308.806	1323175.55	4569830.656	2049039.724	1877789.345	3228944.693	2370103.022
7	1	CONT_020|CAS2_BOVIN	 	 	 	contaminant	29.3	222	26018	ALPHA-S2 CASEIN PRECURSOR [Bos taurus].	39	39	1	14	25	14	25	14	25	14	619459.6426	541697.1172	70587.91535	623798.2295	351516.9775	536013.7672	747240.8638	800562.4331	664298.4634	497685.1758	598030.2967	25	464084.6769	1066274.154	518426.1423	640384.1969	492204.4993	459316.212	1225677.967	641697.0935	534690.8309	813398.3056	685615.4078
